"","pid","Trial","TrialDuration","Block","Device","cost1","qual1","cost2","qual2","Choice"
"72",6,12,2.8828,1,"Tablet",11,1,13,9,"Option2_label"
"73",7,1,4.9787,2,"Tablet",7,1,11,9,"Option2_label"
"74",7,2,4.1536,2,"Tablet",13,7,11,1,"Option1_label"
"75",7,3,10.9509,2,"Tablet",15,9,7,3,"Option2_label"
"76",7,4,4.3034,2,"Tablet",15,9,9,7,"Option2_label"
"77",7,5,10.7664,2,"Tablet",7,3,11,7,"Option2_label"
"78",7,6,3.5503,2,"Tablet",11,3,11,3,"Option2_label"
"79",7,7,6.8997,2,"Tablet",7,3,9,7,"Option2_label"
"80",7,8,11.8829,2,"Tablet",13,5,7,1,"Option2_label"
"81",7,9,5.3365,2,"Tablet",15,5,7,1,"Option2_label"
"82",7,10,6.9034,2,"Tablet",5,3,13,5,"Option1_label"
"83",7,11,8.7498,2,"Tablet",13,9,9,7,"Option2_label"
"84",7,12,4.7716,2,"Tablet",15,9,13,1,"Option1_label"
"85",8,1,5.1914,1,"Tablet",7,7,15,9,"Option1_label"
"86",8,2,2.9393,1,"Tablet",9,1,11,5,"Option2_label"
"87",8,3,3.7828,1,"Tablet",5,1,7,3,"Option2_label"
"88",8,4,4.9305,1,"Tablet",9,5,5,3,"Option1_label"
"89",8,5,4.8482,1,"Tablet",5,3,13,9,"Option2_label"
"90",8,6,5.4975,1,"Tablet",9,3,11,5,"Option2_label"
"91",8,7,4.8285,1,"Tablet",7,3,11,9,"Option2_label"
"92",8,8,3.9393,1,"Tablet",13,9,11,1,"Option1_label"
"93",8,9,16.1669,1,"Tablet",7,1,15,5,"Option2_label"
"94",8,10,4.4019,1,"Tablet",15,7,9,5,"Option2_label"
"95",8,11,5.5686,1,"Tablet",15,9,5,5,"Option1_label"
"96",8,12,5.8357,1,"Tablet",11,1,13,9,"Option2_label"
"97",9,1,4.2817,3,"Tablet",11,9,9,1,"Option1_label"
"98",9,2,4.036,3,"Tablet",5,5,13,7,"Option1_label"
"99",9,3,3.7697,3,"Tablet",5,5,15,9,"Option1_label"
"100",9,4,4.2495,3,"Tablet",9,5,15,9,"Option1_label"
"101",9,5,3.7819,3,"Tablet",5,1,15,3,"Option1_label"
"102",9,6,4.7539,3,"Tablet",9,9,5,7,"Option2_label"
"103",9,7,5.0515,3,"Tablet",15,7,7,1,"Option2_label"
"104",9,8,5.2996,3,"Tablet",11,7,7,1,"Option1_label"
"105",9,9,11.055,3,"Tablet",9,7,5,3,"Option2_label"
"106",9,10,7.8022,3,"Tablet",13,7,9,5,"Option2_label"
"107",9,11,3.9163,3,"Tablet",9,3,15,9,"Option2_label"
"108",9,12,3.4947,3,"Tablet",11,1,13,3,"Option2_label"
"109",10,1,3.362,1,"Tablet",7,7,15,9,"Option1_label"
"110",10,2,3.2164,1,"Tablet",9,1,11,5,"Option2_label"
"111",10,3,3.3142,1,"Tablet",5,1,7,3,"Option2_label"
"112",10,4,4.2663,1,"Tablet",9,5,5,3,"Option1_label"
"113",10,5,5.2828,1,"Tablet",5,3,13,9,"Option1_label"
"114",10,6,4.0866,1,"Tablet",9,3,11,5,"Option2_label"
"115",10,7,3.9164,1,"Tablet",7,3,11,9,"Option2_label"
"116",10,8,3.5624,1,"Tablet",13,9,11,1,"Option1_label"
"117",10,9,5.3499,1,"Tablet",7,1,15,5,"Option1_label"
"118",10,10,6.6998,1,"Tablet",15,7,9,5,"Option2_label"
"119",10,11,3.1352,1,"Tablet",15,9,5,5,"Option2_label"
"120",10,12,3.6837,1,"Tablet",11,1,13,9,"Option2_label"
"121",11,1,8.5013,4,"Tablet",11,5,13,9,"Option2_label"
"122",11,2,4.0338,4,"Tablet",5,1,13,7,"Option2_label"
"123",11,3,5.7202,4,"Tablet",13,1,15,3,"Option2_label"
"124",11,4,4.1492,4,"Tablet",7,9,5,5,"Option1_label"
"125",11,5,5.8827,4,"Tablet",9,1,15,9,"Option2_label"
"126",11,6,4.2797,4,"Tablet",13,1,15,9,"Option2_label"
"127",11,7,4.2125,4,"Tablet",11,9,5,1,"Option1_label"
"128",11,8,11.9981,4,"Tablet",5,1,15,5,"Option1_label"
"129",11,9,4.6169,4,"Tablet",11,9,7,7,"Option1_label"
"130",11,10,5.0207,4,"Tablet",7,5,9,9,"Option1_label"
"131",11,11,8.0151,4,"Tablet",15,3,5,1,"Option2_label"
"132",11,12,7.0994,4,"Tablet",13,5,5,1,"Option1_label"
"133",12,1,5.2971,1,"Tablet",7,7,15,9,"Option1_label"
"134",12,2,3.4607,1,"Tablet",9,1,11,5,"Option2_label"
"135",12,3,3.5713,1,"Tablet",5,1,7,3,"Option2_label"
"136",12,4,7.352,1,"Tablet",9,5,5,3,"Option1_label"
"137",12,5,6.0744,1,"Tablet",5,3,13,9,"Option2_label"
"138",12,6,4.2116,1,"Tablet",9,3,11,5,"Option2_label"
"139",12,7,2.897,1,"Tablet",7,3,11,9,"Option2_label"
"140",12,8,3.9546,1,"Tablet",13,9,11,1,"Option1_label"
"141",12,9,3.0571,1,"Tablet",7,1,15,5,"Option2_label"
"142",12,10,3.6614,1,"Tablet",15,7,9,5,"Option2_label"
"143",12,11,4.3307,1,"Tablet",15,9,5,5,"Option1_label"
"144",12,12,2.8615,1,"Tablet",11,1,13,9,"Option2_label"
"145",13,1,4.0786,1,"Tablet",7,7,15,9,"Option1_label"
"146",13,2,2.8689,1,"Tablet",9,1,11,5,"Option2_label"
"147",13,3,3.3693,1,"Tablet",5,1,7,3,"Option2_label"
"148",13,4,3.4329,1,"Tablet",9,5,5,3,"Option2_label"
"149",13,5,2.6162,1,"Tablet",5,3,13,9,"Option2_label"
"150",13,6,3.5487,1,"Tablet",9,3,11,5,"Option2_label"
"151",13,7,2.5165,1,"Tablet",7,3,11,9,"Option2_label"
"152",13,8,2.5334,1,"Tablet",13,9,11,1,"Option1_label"
"153",13,9,3.1527,1,"Tablet",7,1,15,5,"Option2_label"
"154",13,10,3.1661,1,"Tablet",15,7,9,5,"Option2_label"
"155",13,11,2.217,1,"Tablet",15,9,5,5,"Option1_label"
"156",13,12,2.0638,1,"Tablet",11,1,13,9,"Option2_label"
"157",14,1,9.1623,4,"Tablet",11,5,13,9,"Option2_label"
"158",14,2,5.2496,4,"Tablet",5,1,13,7,"Option2_label"
"159",14,3,3.9207,4,"Tablet",13,1,15,3,"Option2_label"
"160",14,4,4.6636,4,"Tablet",7,9,5,5,"Option1_label"
"161",14,5,8.1662,4,"Tablet",9,1,15,9,"Option2_label"
"162",14,6,3.513,4,"Tablet",13,1,15,9,"Option2_label"
"163",14,7,8.6161,4,"Tablet",11,9,5,1,"Option1_label"
"164",14,8,7.1664,4,"Tablet",5,1,15,5,"Option2_label"
"165",14,9,5.471,4,"Tablet",11,9,7,7,"Option2_label"
"166",14,10,6.015,4,"Tablet",7,5,9,9,"Option2_label"
"167",14,11,3.5677,4,"Tablet",15,3,5,1,"Option2_label"
"168",14,12,6.7997,4,"Tablet",13,5,5,1,"Option1_label"
"169",16,1,2.9131,3,"Tablet",11,9,9,1,"Option1_label"
"170",16,2,2.4665,3,"Tablet",5,5,13,7,"Option2_label"
"171",16,3,2.4332,3,"Tablet",5,5,15,9,"Option2_label"
"172",16,4,2.931,3,"Tablet",9,5,15,9,"Option2_label"
"173",16,5,2.8437,3,"Tablet",5,1,15,3,"Option1_label"
"174",16,6,2.4656,3,"Tablet",9,9,5,7,"Option1_label"
"175",16,7,2.5333,3,"Tablet",15,7,7,1,"Option1_label"
"176",16,8,2.9165,3,"Tablet",11,7,7,1,"Option1_label"
"177",16,9,4.1513,3,"Tablet",9,7,5,3,"Option1_label"
"178",16,10,2.983,3,"Tablet",13,7,9,5,"Option1_label"
"179",16,11,2.5664,3,"Tablet",9,3,15,9,"Option2_label"
"180",16,12,3.0496,3,"Tablet",11,1,13,3,"Option1_label"
"181",17,1,6.7307,4,"Tablet",11,5,13,9,"Option2_label"
"182",17,2,4.1996,4,"Tablet",5,1,13,7,"Option1_label"
"183",17,3,3.5332,4,"Tablet",13,1,15,3,"Option1_label"
"184",17,4,3.4165,4,"Tablet",7,9,5,5,"Option1_label"
"185",17,5,2.7183,4,"Tablet",9,1,15,9,"Option2_label"
"186",17,6,2.9831,4,"Tablet",13,1,15,9,"Option2_label"
"187",17,7,2.7165,4,"Tablet",11,9,5,1,"Option1_label"
"188",17,8,3.5664,4,"Tablet",5,1,15,5,"Option1_label"
"189",17,9,2.9663,4,"Tablet",11,9,7,7,"Option1_label"
"190",17,10,3.7664,4,"Tablet",7,5,9,9,"Option2_label"
"191",17,11,3.0858,4,"Tablet",15,3,5,1,"Option2_label"
"192",17,12,5.0165,4,"Tablet",13,5,5,1,"Option1_label"
"193",18,1,6.0125,2,"Tablet",7,1,11,9,"Option2_label"
"194",18,2,5.2662,2,"Tablet",13,7,11,1,"Option1_label"
"195",18,3,6.6351,2,"Tablet",15,9,7,3,"Option2_label"
"196",18,4,4.0664,2,"Tablet",15,9,9,7,"Option2_label"
"197",18,5,5.0114,2,"Tablet",7,3,11,7,"Option2_label"
"198",18,6,13.833,2,"Tablet",11,3,11,3,"Option2_label"
"199",18,7,6.9996,2,"Tablet",7,3,9,7,"Option1_label"
"200",18,8,8.3199,2,"Tablet",13,5,7,1,"Option2_label"
"201",18,9,10.3685,2,"Tablet",15,5,7,1,"Option2_label"
"202",18,10,3.5163,2,"Tablet",5,3,13,5,"Option1_label"
"203",18,11,3.2467,2,"Tablet",13,9,9,7,"Option1_label"
"204",18,12,3.216,2,"Tablet",15,9,13,1,"Option1_label"
"205",19,1,17.2523,4,"Tablet",11,5,13,9,"Option2_label"
"206",19,2,5.5838,4,"Tablet",5,1,13,7,"Option2_label"
"207",19,3,9.9663,4,"Tablet",13,1,15,3,"Option1_label"
"208",19,4,8.1496,4,"Tablet",7,9,5,5,"Option1_label"
"209",19,5,6.3332,4,"Tablet",9,1,15,9,"Option2_label"
"210",19,6,16.1505,4,"Tablet",13,1,15,9,"Option2_label"
"211",19,7,9.6363,4,"Tablet",11,9,5,1,"Option1_label"
"212",19,8,18.7828,4,"Tablet",5,1,15,5,"Option1_label"
"213",19,9,8.7162,4,"Tablet",11,9,7,7,"Option2_label"
"214",19,10,7.3367,4,"Tablet",7,5,9,9,"Option2_label"
"215",19,11,10.633,4,"Tablet",15,3,5,1,"Option1_label"
"216",19,12,13.9308,4,"Tablet",13,5,5,1,"Option1_label"
"217",20,1,2.3379,2,"Tablet",7,1,11,9,"Option2_label"
"218",20,2,2.7048,2,"Tablet",13,7,11,1,"Option1_label"
"219",20,3,3.4383,2,"Tablet",15,9,7,3,"Option1_label"
"220",20,4,3.683,2,"Tablet",15,9,9,7,"Option1_label"
"221",20,5,2.7664,2,"Tablet",7,3,11,7,"Option2_label"
"222",20,6,2.9001,2,"Tablet",11,3,11,3,"Option1_label"
"223",20,7,3.7169,2,"Tablet",7,3,9,7,"Option2_label"
"224",20,8,4.1022,2,"Tablet",13,5,7,1,"Option1_label"
"225",20,9,3.5331,2,"Tablet",15,5,7,1,"Option1_label"
"226",20,10,4.5866,2,"Tablet",5,3,13,5,"Option1_label"
"227",20,11,3.1997,2,"Tablet",13,9,9,7,"Option1_label"
"228",20,12,2.5324,2,"Tablet",15,9,13,1,"Option1_label"
"229",22,1,5.8395,1,"Tablet",7,7,15,9,"Option2_label"
"230",22,2,8.0811,1,"Tablet",9,1,11,5,"Option2_label"
"231",22,3,4.8166,1,"Tablet",5,1,7,3,"Option2_label"
"232",22,4,12.4922,1,"Tablet",9,5,5,3,"Option2_label"
"233",22,5,4.5325,1,"Tablet",5,3,13,9,"Option1_label"
"234",22,6,5.017,1,"Tablet",9,3,11,5,"Option2_label"
"235",22,7,4.4664,1,"Tablet",7,3,11,9,"Option2_label"
"236",22,8,11.9496,1,"Tablet",13,9,11,1,"Option1_label"
"237",22,9,4.925,1,"Tablet",7,1,15,5,"Option2_label"
"238",22,10,7.1665,1,"Tablet",15,7,9,5,"Option2_label"
"239",22,11,8.0834,1,"Tablet",15,9,5,5,"Option2_label"
"240",22,12,6.7973,1,"Tablet",11,1,13,9,"Option2_label"
"241",23,1,3.2789,4,"Tablet",11,5,13,9,"Option2_label"
"242",23,2,3.7994,4,"Tablet",5,1,13,7,"Option2_label"
"243",23,3,2.8498,4,"Tablet",13,1,15,3,"Option1_label"
"244",23,4,3.6725,4,"Tablet",7,9,5,5,"Option1_label"
"245",23,5,3.566,4,"Tablet",9,1,15,9,"Option2_label"
"246",23,6,3.0297,4,"Tablet",13,1,15,9,"Option2_label"
"247",23,7,3.9663,4,"Tablet",11,9,5,1,"Option1_label"
"248",23,8,4.6663,4,"Tablet",5,1,15,5,"Option2_label"
"249",23,9,3.8,4,"Tablet",11,9,7,7,"Option1_label"
"250",23,10,3.1498,4,"Tablet",7,5,9,9,"Option2_label"
"251",23,11,3.8635,4,"Tablet",15,3,5,1,"Option1_label"
"252",23,12,4.0829,4,"Tablet",13,5,5,1,"Option1_label"
"253",24,1,4.1616,3,"Tablet",11,9,9,1,"Option1_label"
"254",24,2,3.7369,3,"Tablet",5,5,13,7,"Option1_label"
"255",24,3,2.5134,3,"Tablet",5,5,15,9,"Option1_label"
"256",24,4,3.6164,3,"Tablet",9,5,15,9,"Option2_label"
"257",24,5,3.3327,3,"Tablet",5,1,15,3,"Option1_label"
"258",24,6,3.4832,3,"Tablet",9,9,5,7,"Option2_label"
"259",24,7,3.1126,3,"Tablet",15,7,7,1,"Option1_label"
"260",24,8,2.92,3,"Tablet",11,7,7,1,"Option1_label"
"261",24,9,5.1163,3,"Tablet",9,7,5,3,"Option1_label"
"262",24,10,3.8498,3,"Tablet",13,7,9,5,"Option2_label"
"263",24,11,3.7973,3,"Tablet",9,3,15,9,"Option2_label"
"264",24,12,2.5804,3,"Tablet",11,1,13,3,"Option1_label"
"265",25,1,4.1966,4,"Tablet",11,5,13,9,"Option2_label"
"266",25,2,3.6137,4,"Tablet",5,1,13,7,"Option2_label"
"267",25,3,3.3701,4,"Tablet",13,1,15,3,"Option1_label"
"268",25,4,4.8849,4,"Tablet",7,9,5,5,"Option1_label"
"269",25,5,2.9829,4,"Tablet",9,1,15,9,"Option2_label"
"270",25,6,2.579,4,"Tablet",13,1,15,9,"Option2_label"
"271",25,7,4.2796,4,"Tablet",11,9,5,1,"Option1_label"
"272",25,8,2.9009,4,"Tablet",5,1,15,5,"Option2_label"
"273",25,9,2.2304,4,"Tablet",11,9,7,7,"Option1_label"
"274",25,10,2.4331,4,"Tablet",7,5,9,9,"Option2_label"
"275",25,11,2.9665,4,"Tablet",15,3,5,1,"Option2_label"
"276",25,12,3.5855,4,"Tablet",13,5,5,1,"Option1_label"
"277",26,1,3.6622,3,"Tablet",11,9,9,1,"Option1_label"
"278",26,2,2.9496,3,"Tablet",5,5,13,7,"Option2_label"
"279",26,3,4.1492,3,"Tablet",5,5,15,9,"Option1_label"
"280",26,4,2.8039,3,"Tablet",9,5,15,9,"Option1_label"
"281",26,5,4.2663,3,"Tablet",5,1,15,3,"Option1_label"
"282",26,6,2.7999,3,"Tablet",9,9,5,7,"Option1_label"
"283",26,7,3.7486,3,"Tablet",15,7,7,1,"Option1_label"
"284",26,8,3.0673,3,"Tablet",11,7,7,1,"Option1_label"
"285",26,9,3.9151,3,"Tablet",9,7,5,3,"Option1_label"
"286",26,10,3.1194,3,"Tablet",13,7,9,5,"Option2_label"
"287",26,11,3.5664,3,"Tablet",9,3,15,9,"Option1_label"
"288",26,12,3.5668,3,"Tablet",11,1,13,3,"Option2_label"
"289",27,1,4.3282,2,"Tablet",7,1,11,9,"Option2_label"
"290",27,2,2.7497,2,"Tablet",13,7,11,1,"Option1_label"
"291",27,3,2.6331,2,"Tablet",15,9,7,3,"Option1_label"
"292",27,4,5.4183,2,"Tablet",15,9,9,7,"Option2_label"
"293",27,5,3.4831,2,"Tablet",7,3,11,7,"Option2_label"
"294",27,6,5.8997,2,"Tablet",11,3,11,3,"Option2_label"
"295",27,7,4.0205,2,"Tablet",7,3,9,7,"Option2_label"
"296",27,8,12.1156,2,"Tablet",13,5,7,1,"Option1_label"
"297",27,9,3.6164,2,"Tablet",15,5,7,1,"Option1_label"
"298",27,10,4.0166,2,"Tablet",5,3,13,5,"Option1_label"
"299",27,11,10.7329,2,"Tablet",13,9,9,7,"Option2_label"
"300",27,12,3.2978,2,"Tablet",15,9,13,1,"Option1_label"
"301",28,1,7.5117,4,"Tablet",11,5,13,9,"Option2_label"
"302",28,2,8.4163,4,"Tablet",5,1,13,7,"Option2_label"
"303",28,3,4.3023,4,"Tablet",13,1,15,3,"Option1_label"
"304",28,4,4.9609,4,"Tablet",7,9,5,5,"Option1_label"
"305",28,5,5.5158,4,"Tablet",9,1,15,9,"Option2_label"
"306",28,6,3.5078,4,"Tablet",13,1,15,9,"Option2_label"
"307",28,7,4.4497,4,"Tablet",11,9,5,1,"Option1_label"
"308",28,8,4.7495,4,"Tablet",5,1,15,5,"Option1_label"
"309",28,9,8.8495,4,"Tablet",11,9,7,7,"Option2_label"
"310",28,10,6.4002,4,"Tablet",7,5,9,9,"Option2_label"
"311",28,11,12.5342,4,"Tablet",15,3,5,1,"Option2_label"
"312",28,12,6.2691,4,"Tablet",13,5,5,1,"Option2_label"
"313",29,1,3.8572,4,"Tablet",11,5,13,9,"Option2_label"
"314",29,2,5.3162,4,"Tablet",5,1,13,7,"Option2_label"
"315",29,3,3.8499,4,"Tablet",13,1,15,3,"Option2_label"
"316",29,4,4.3163,4,"Tablet",7,9,5,5,"Option1_label"
"317",29,5,3.1998,4,"Tablet",9,1,15,9,"Option2_label"
"318",29,6,3.0357,4,"Tablet",13,1,15,9,"Option2_label"
"319",29,7,3.2498,4,"Tablet",11,9,5,1,"Option1_label"
"320",29,8,5.0025,4,"Tablet",5,1,15,5,"Option1_label"
"321",29,9,4.0498,4,"Tablet",11,9,7,7,"Option1_label"
"322",29,10,3.5518,4,"Tablet",7,5,9,9,"Option2_label"
"323",29,11,4.6078,4,"Tablet",15,3,5,1,"Option1_label"
"324",29,12,5.8469,4,"Tablet",13,5,5,1,"Option1_label"
"325",30,1,5.4784,1,"Tablet",7,7,15,9,"Option1_label"
"326",30,2,3.8826,1,"Tablet",9,1,11,5,"Option2_label"
"327",30,3,4.8498,1,"Tablet",5,1,7,3,"Option2_label"
"328",30,4,6.2997,1,"Tablet",9,5,5,3,"Option2_label"
"329",30,5,3.333,1,"Tablet",5,3,13,9,"Option2_label"
"330",30,6,3.0144,1,"Tablet",9,3,11,5,"Option2_label"
"331",30,7,2.2998,1,"Tablet",7,3,11,9,"Option2_label"
"332",30,8,3.9661,1,"Tablet",13,9,11,1,"Option1_label"
"333",30,9,6.5664,1,"Tablet",7,1,15,5,"Option2_label"
"334",30,10,3.9844,1,"Tablet",15,7,9,5,"Option1_label"
"335",30,11,7.2965,1,"Tablet",15,9,5,5,"Option2_label"
"336",30,12,2.3972,1,"Tablet",11,1,13,9,"Option2_label"
"337",31,1,6.1648,3,"Tablet",11,9,9,1,"Option1_label"
"338",31,2,3.9175,3,"Tablet",5,5,13,7,"Option1_label"
"339",31,3,6.1165,3,"Tablet",5,5,15,9,"Option1_label"
"340",31,4,8.3102,3,"Tablet",9,5,15,9,"Option2_label"
"341",31,5,4.5553,3,"Tablet",5,1,15,3,"Option1_label"
"342",31,6,6.6156,3,"Tablet",9,9,5,7,"Option2_label"
"343",31,7,4.8496,3,"Tablet",15,7,7,1,"Option1_label"
"344",31,8,5.8162,3,"Tablet",11,7,7,1,"Option1_label"
"345",31,9,5.0663,3,"Tablet",9,7,5,3,"Option1_label"
"346",31,10,9.083,3,"Tablet",13,7,9,5,"Option1_label"
"347",31,11,5.4864,3,"Tablet",9,3,15,9,"Option2_label"
"348",31,12,5.2071,3,"Tablet",11,1,13,3,"Option2_label"
"349",32,1,3.2928,3,"Tablet",11,9,9,1,"Option1_label"
"350",32,2,3.2058,3,"Tablet",5,5,13,7,"Option1_label"
"351",32,3,4.0279,3,"Tablet",5,5,15,9,"Option2_label"
"352",32,4,2.2676,3,"Tablet",9,5,15,9,"Option2_label"
"353",32,5,2.4498,3,"Tablet",5,1,15,3,"Option1_label"
"354",32,6,3.9917,3,"Tablet",9,9,5,7,"Option2_label"
"355",32,7,4.0496,3,"Tablet",15,7,7,1,"Option1_label"
"356",32,8,2.4831,3,"Tablet",11,7,7,1,"Option1_label"
"357",32,9,2.3685,3,"Tablet",9,7,5,3,"Option1_label"
"358",32,10,4.8495,3,"Tablet",13,7,9,5,"Option2_label"
"359",32,11,2.7498,3,"Tablet",9,3,15,9,"Option2_label"
"360",32,12,3.5522,3,"Tablet",11,1,13,3,"Option1_label"
"361",33,1,3.8113,3,"Tablet",11,9,9,1,"Option1_label"
"362",33,2,3.4142,3,"Tablet",5,5,13,7,"Option1_label"
"363",33,3,3.6979,3,"Tablet",5,5,15,9,"Option2_label"
"364",33,4,3.5474,3,"Tablet",9,5,15,9,"Option2_label"
"365",33,5,3.9938,3,"Tablet",5,1,15,3,"Option2_label"
"366",33,6,3.5682,3,"Tablet",9,9,5,7,"Option1_label"
"367",33,7,6.1191,3,"Tablet",15,7,7,1,"Option1_label"
"368",33,8,5.7609,3,"Tablet",11,7,7,1,"Option1_label"
"369",33,9,3.2358,3,"Tablet",9,7,5,3,"Option1_label"
"370",33,10,6.064,3,"Tablet",13,7,9,5,"Option1_label"
"371",33,11,5.7661,3,"Tablet",9,3,15,9,"Option2_label"
"372",33,12,3.3132,3,"Tablet",11,1,13,3,"Option2_label"
"373",34,1,4.1948,3,"Tablet",11,9,9,1,"Option1_label"
"374",34,2,4.0804,3,"Tablet",5,5,13,7,"Option1_label"
"375",34,3,3.336,3,"Tablet",5,5,15,9,"Option1_label"
"376",34,4,5.1163,3,"Tablet",9,5,15,9,"Option2_label"
"377",34,5,3.3326,3,"Tablet",5,1,15,3,"Option1_label"
"378",34,6,3.5164,3,"Tablet",9,9,5,7,"Option1_label"
"379",34,7,4.1831,3,"Tablet",15,7,7,1,"Option1_label"
"380",34,8,2.666,3,"Tablet",11,7,7,1,"Option1_label"
"381",34,9,2.7048,3,"Tablet",9,7,5,3,"Option1_label"
"382",34,10,2.8666,3,"Tablet",13,7,9,5,"Option1_label"
"383",34,11,4.3998,3,"Tablet",9,3,15,9,"Option2_label"
"384",34,12,3.5831,3,"Tablet",11,1,13,3,"Option2_label"
"385",35,1,2.7754,1,"Tablet",7,7,15,9,"Option2_label"
"386",35,2,3.2496,1,"Tablet",9,1,11,5,"Option2_label"
"387",35,3,1.6635,1,"Tablet",5,1,7,3,"Option2_label"
