"","pid","Trial","TrialDuration","Block","Device","cost1","qual1","cost2","qual2","Choice"
"181",16,1,2.3266,3,"Monitor",11,9,9,1,"Option1_label"
"182",16,2,2.1996,3,"Monitor",5,5,13,7,"Option2_label"
"183",16,3,2.8629,3,"Monitor",5,5,15,9,"Option2_label"
"184",16,4,2.3331,3,"Monitor",9,5,15,9,"Option2_label"
"185",16,5,2.352,3,"Monitor",5,1,15,3,"Option1_label"
"186",16,6,2.4165,3,"Monitor",9,9,5,7,"Option1_label"
"187",16,7,2.7163,3,"Monitor",15,7,7,1,"Option1_label"
"188",16,8,3.2664,3,"Monitor",11,7,7,1,"Option1_label"
"189",16,9,3.483,3,"Monitor",9,7,5,3,"Option1_label"
"190",16,10,3.2161,3,"Monitor",13,7,9,5,"Option1_label"
"191",16,11,3.5663,3,"Monitor",9,3,15,9,"Option2_label"
"192",16,12,2.4496,3,"Monitor",11,1,13,3,"Option1_label"
"193",17,1,4.5951,4,"Monitor",11,5,13,9,"Option2_label"
"194",17,2,4.5028,4,"Monitor",5,1,13,7,"Option2_label"
"195",17,3,2.786,4,"Monitor",13,1,15,3,"Option2_label"
"196",17,4,2.9663,4,"Monitor",7,9,5,5,"Option1_label"
"197",17,5,5.4987,4,"Monitor",9,1,15,9,"Option2_label"
"198",17,6,3.7353,4,"Monitor",13,1,15,9,"Option2_label"
"199",17,7,2.7854,4,"Monitor",11,9,5,1,"Option1_label"
"200",17,8,3.3245,4,"Monitor",5,1,15,5,"Option1_label"
"201",17,9,2.6034,4,"Monitor",11,9,7,7,"Option1_label"
"202",17,10,5.0975,4,"Monitor",7,5,9,9,"Option2_label"
"203",17,11,6.1335,4,"Monitor",15,3,5,1,"Option2_label"
"204",17,12,4.1389,4,"Monitor",13,5,5,1,"Option2_label"
"205",18,1,5.8287,3,"Monitor",11,9,9,1,"Option1_label"
"206",18,2,6.7328,3,"Monitor",5,5,13,7,"Option1_label"
"207",18,3,5.3999,3,"Monitor",5,5,15,9,"Option1_label"
"208",18,4,11.6997,3,"Monitor",9,5,15,9,"Option2_label"
"209",18,5,6.9858,3,"Monitor",5,1,15,3,"Option1_label"
"210",18,6,8.1018,3,"Monitor",9,9,5,7,"Option1_label"
"211",18,7,9.6,3,"Monitor",15,7,7,1,"Option1_label"
"212",18,8,4.9496,3,"Monitor",11,7,7,1,"Option1_label"
"213",18,9,8.2665,3,"Monitor",9,7,5,3,"Option1_label"
"214",18,10,14.3519,3,"Monitor",13,7,9,5,"Option1_label"
"215",18,11,6.713,3,"Monitor",9,3,15,9,"Option2_label"
"216",18,12,4.9525,3,"Monitor",11,1,13,3,"Option2_label"
"217",19,1,6.8653,3,"Monitor",11,9,9,1,"Option1_label"
"218",19,2,7.117,3,"Monitor",5,5,13,7,"Option1_label"
"219",19,3,5.4496,3,"Monitor",5,5,15,9,"Option1_label"
"220",19,4,3.3996,3,"Monitor",9,5,15,9,"Option2_label"
"221",19,5,6.6165,3,"Monitor",5,1,15,3,"Option1_label"
"222",19,6,4.7479,3,"Monitor",9,9,5,7,"Option1_label"
"223",19,7,5.933,3,"Monitor",15,7,7,1,"Option1_label"
"224",19,8,3.8831,3,"Monitor",11,7,7,1,"Option1_label"
"225",19,9,6.1831,3,"Monitor",9,7,5,3,"Option1_label"
"226",19,10,8.617,3,"Monitor",13,7,9,5,"Option1_label"
"227",19,11,10.8691,3,"Monitor",9,3,15,9,"Option2_label"
"228",19,12,7.5837,3,"Monitor",11,1,13,3,"Option2_label"
"229",20,1,3.5954,3,"Monitor",11,9,9,1,"Option1_label"
"230",20,2,2.7999,3,"Monitor",5,5,13,7,"Option2_label"
"231",20,3,2.6699,3,"Monitor",5,5,15,9,"Option2_label"
"232",20,4,3.2329,3,"Monitor",9,5,15,9,"Option2_label"
"233",20,5,2.6331,3,"Monitor",5,1,15,3,"Option1_label"
"234",20,6,2.9998,3,"Monitor",9,9,5,7,"Option1_label"
"235",20,7,2.6831,3,"Monitor",15,7,7,1,"Option1_label"
"236",20,8,2.7166,3,"Monitor",11,7,7,1,"Option1_label"
"237",20,9,3.6498,3,"Monitor",9,7,5,3,"Option1_label"
"238",20,10,3.783,3,"Monitor",13,7,9,5,"Option1_label"
"239",20,11,4.3177,3,"Monitor",9,3,15,9,"Option2_label"
"240",20,12,2.6308,3,"Monitor",11,1,13,3,"Option1_label"
"241",22,1,5.7087,3,"Monitor",11,9,9,1,"Option1_label"
"242",22,2,4.811,3,"Monitor",5,5,13,7,"Option1_label"
"243",22,3,3.9165,3,"Monitor",5,5,15,9,"Option1_label"
"244",22,4,7.6026,3,"Monitor",9,5,15,9,"Option1_label"
"245",22,5,6.55,3,"Monitor",5,1,15,3,"Option1_label"
"246",22,6,5.2189,3,"Monitor",9,9,5,7,"Option2_label"
"247",22,7,3.6332,3,"Monitor",15,7,7,1,"Option1_label"
"248",22,8,3.2998,3,"Monitor",11,7,7,1,"Option1_label"
"249",22,9,3.8664,3,"Monitor",9,7,5,3,"Option2_label"
"250",22,10,4.7829,3,"Monitor",13,7,9,5,"Option2_label"
"251",22,11,6.9495,3,"Monitor",9,3,15,9,"Option2_label"
"252",22,12,3.6212,3,"Monitor",11,1,13,3,"Option2_label"
"253",23,1,5.0332,2,"Monitor",7,1,11,9,"Option2_label"
"254",23,2,3.9854,2,"Monitor",13,7,11,1,"Option1_label"
"255",23,3,5.7152,2,"Monitor",15,9,7,3,"Option2_label"
"256",23,4,5.882,2,"Monitor",15,9,9,7,"Option2_label"
"257",23,5,4.2163,2,"Monitor",7,3,11,7,"Option2_label"
"258",23,6,5.6203,2,"Monitor",11,3,11,3,"Option1_label"
"259",23,7,3.9662,2,"Monitor",7,3,9,7,"Option2_label"
"260",23,8,4.4153,2,"Monitor",13,5,7,1,"Option1_label"
"261",23,9,6.9834,2,"Monitor",15,5,7,1,"Option2_label"
"262",23,10,3.5171,2,"Monitor",5,3,13,5,"Option1_label"
"263",23,11,5.0665,2,"Monitor",13,9,9,7,"Option1_label"
"264",23,12,6.0795,2,"Monitor",15,9,13,1,"Option1_label"
"265",24,1,3.6444,1,"Monitor",7,7,15,9,"Option1_label"
"266",24,2,2.6041,1,"Monitor",9,1,11,5,"Option2_label"
"267",24,3,1.9861,1,"Monitor",5,1,7,3,"Option2_label"
"268",24,4,3.1831,1,"Monitor",9,5,5,3,"Option1_label"
"269",24,5,3.4113,1,"Monitor",5,3,13,9,"Option2_label"
"270",24,6,2.8652,1,"Monitor",9,3,11,5,"Option2_label"
"271",24,7,3.2019,1,"Monitor",7,3,11,9,"Option2_label"
"272",24,8,2.4021,1,"Monitor",13,9,11,1,"Option1_label"
"273",24,9,2.1328,1,"Monitor",7,1,15,5,"Option2_label"
"274",24,10,3.2144,1,"Monitor",15,7,9,5,"Option1_label"
"275",24,11,3.633,1,"Monitor",15,9,5,5,"Option1_label"
"276",24,12,3.2665,1,"Monitor",11,1,13,9,"Option2_label"
"277",25,1,4.3911,4,"Monitor",11,5,13,9,"Option2_label"
"278",25,2,5.2663,4,"Monitor",5,1,13,7,"Option2_label"
"279",25,3,4.2834,4,"Monitor",13,1,15,3,"Option1_label"
"280",25,4,6.6162,4,"Monitor",7,9,5,5,"Option1_label"
"281",25,5,3.8164,4,"Monitor",9,1,15,9,"Option2_label"
"282",25,6,3.3817,4,"Monitor",13,1,15,9,"Option2_label"
"283",25,7,5.3348,4,"Monitor",11,9,5,1,"Option1_label"
"284",25,8,4.6852,4,"Monitor",5,1,15,5,"Option2_label"
"285",25,9,3.5829,4,"Monitor",11,9,7,7,"Option2_label"
"286",25,10,6.883,4,"Monitor",7,5,9,9,"Option2_label"
"287",25,11,5.5797,4,"Monitor",15,3,5,1,"Option1_label"
"288",25,12,6.1837,4,"Monitor",13,5,5,1,"Option2_label"
"289",26,1,5.096,1,"Monitor",7,7,15,9,"Option1_label"
"290",26,2,3.6697,1,"Monitor",9,1,11,5,"Option2_label"
"291",26,3,3.733,1,"Monitor",5,1,7,3,"Option2_label"
"292",26,4,5.2829,1,"Monitor",9,5,5,3,"Option2_label"
"293",26,5,3.7498,1,"Monitor",5,3,13,9,"Option2_label"
"294",26,6,3.7498,1,"Monitor",9,3,11,5,"Option2_label"
"295",26,7,4.1857,1,"Monitor",7,3,11,9,"Option2_label"
"296",26,8,4.3161,1,"Monitor",13,9,11,1,"Option1_label"
"297",26,9,2.6664,1,"Monitor",7,1,15,5,"Option2_label"
"298",26,10,6.3497,1,"Monitor",15,7,9,5,"Option2_label"
"299",26,11,2.9026,1,"Monitor",15,9,5,5,"Option2_label"
"300",26,12,2.8846,1,"Monitor",11,1,13,9,"Option1_label"
"301",27,1,5.1787,4,"Monitor",11,5,13,9,"Option2_label"
"302",27,2,4.8665,4,"Monitor",5,1,13,7,"Option2_label"
"303",27,3,4.7329,4,"Monitor",13,1,15,3,"Option2_label"
"304",27,4,6.133,4,"Monitor",7,9,5,5,"Option1_label"
"305",27,5,2.8499,4,"Monitor",9,1,15,9,"Option2_label"
"306",27,6,4.0833,4,"Monitor",13,1,15,9,"Option2_label"
"307",27,7,3.0495,4,"Monitor",11,9,5,1,"Option1_label"
"308",27,8,4.8823,4,"Monitor",5,1,15,5,"Option2_label"
"309",27,9,4.7492,4,"Monitor",11,9,7,7,"Option1_label"
"310",27,10,2.8127,4,"Monitor",7,5,9,9,"Option2_label"
"311",27,11,3.8169,4,"Monitor",15,3,5,1,"Option1_label"
"312",27,12,3.568,4,"Monitor",13,5,5,1,"Option1_label"
"313",28,1,7.2104,3,"Monitor",11,9,9,1,"Option1_label"
"314",28,2,5.1622,3,"Monitor",5,5,13,7,"Option1_label"
"315",28,3,7.2489,3,"Monitor",5,5,15,9,"Option2_label"
"316",28,4,6.9163,3,"Monitor",9,5,15,9,"Option2_label"
"317",28,5,3.333,3,"Monitor",5,1,15,3,"Option1_label"
"318",28,6,13.7161,3,"Monitor",9,9,5,7,"Option1_label"
"319",28,7,12.3808,3,"Monitor",15,7,7,1,"Option1_label"
"320",28,8,3.3332,3,"Monitor",11,7,7,1,"Option1_label"
"321",28,9,6.2033,3,"Monitor",9,7,5,3,"Option1_label"
"322",28,10,3.1501,3,"Monitor",13,7,9,5,"Option2_label"
"323",28,11,5.0499,3,"Monitor",9,3,15,9,"Option2_label"
"324",28,12,8.8191,3,"Monitor",11,1,13,3,"Option1_label"
"325",29,1,4.6296,3,"Monitor",11,9,9,1,"Option1_label"
"326",29,2,5.9009,3,"Monitor",5,5,13,7,"Option1_label"
"327",29,3,3.733,3,"Monitor",5,5,15,9,"Option1_label"
"328",29,4,5.9164,3,"Monitor",9,5,15,9,"Option1_label"
"329",29,5,5.3169,3,"Monitor",5,1,15,3,"Option2_label"
"330",29,6,4.3795,3,"Monitor",9,9,5,7,"Option2_label"
"331",29,7,2.9331,3,"Monitor",15,7,7,1,"Option1_label"
"332",29,8,3.9999,3,"Monitor",11,7,7,1,"Option1_label"
"333",29,9,4.583,3,"Monitor",9,7,5,3,"Option1_label"
"334",29,10,5.2641,3,"Monitor",13,7,9,5,"Option2_label"
"335",29,11,7.8331,3,"Monitor",9,3,15,9,"Option2_label"
"336",29,12,4.5997,3,"Monitor",11,1,13,3,"Option2_label"
"337",30,1,9.7395,3,"Monitor",11,9,9,1,"Option1_label"
"338",30,2,7.5669,3,"Monitor",5,5,13,7,"Option1_label"
"339",30,3,5.9071,3,"Monitor",5,5,15,9,"Option1_label"
"340",30,4,9.5331,3,"Monitor",9,5,15,9,"Option1_label"
"341",30,5,2.7371,3,"Monitor",5,1,15,3,"Option1_label"
"342",30,6,4.8996,3,"Monitor",9,9,5,7,"Option1_label"
"343",30,7,7.602,3,"Monitor",15,7,7,1,"Option1_label"
"344",30,8,5.2024,3,"Monitor",11,7,7,1,"Option1_label"
"345",30,9,7.5654,3,"Monitor",9,7,5,3,"Option1_label"
"346",30,10,7.2461,3,"Monitor",13,7,9,5,"Option1_label"
"347",30,11,3.9734,3,"Monitor",9,3,15,9,"Option2_label"
"348",30,12,4.9851,3,"Monitor",11,1,13,3,"Option2_label"
"349",31,1,7.2144,4,"Monitor",11,5,13,9,"Option2_label"
"350",31,2,3.7976,4,"Monitor",5,1,13,7,"Option2_label"
"351",31,3,4.8795,4,"Monitor",13,1,15,3,"Option2_label"
"352",31,4,4.7836,4,"Monitor",7,9,5,5,"Option1_label"
"353",31,5,3.1162,4,"Monitor",9,1,15,9,"Option2_label"
"354",31,6,3.75,4,"Monitor",13,1,15,9,"Option2_label"
"355",31,7,4.1151,4,"Monitor",11,9,5,1,"Option1_label"
"356",31,8,4.7664,4,"Monitor",5,1,15,5,"Option2_label"
"357",31,9,5.8641,4,"Monitor",11,9,7,7,"Option1_label"
"358",31,10,9.1164,4,"Monitor",7,5,9,9,"Option2_label"
"359",31,11,5.1964,4,"Monitor",15,3,5,1,"Option2_label"
"360",31,12,6.5498,4,"Monitor",13,5,5,1,"Option1_label"
"361",32,1,3.662,1,"Monitor",7,7,15,9,"Option1_label"
"362",32,2,2.8165,1,"Monitor",9,1,11,5,"Option2_label"
"363",32,3,2.7693,1,"Monitor",5,1,7,3,"Option1_label"
"364",32,4,6.0831,1,"Monitor",9,5,5,3,"Option1_label"
"365",32,5,2.6497,1,"Monitor",5,3,13,9,"Option2_label"
"366",32,6,4.0493,1,"Monitor",9,3,11,5,"Option2_label"
"367",32,7,2.8164,1,"Monitor",7,3,11,9,"Option2_label"
"368",32,8,2.7976,1,"Monitor",13,9,11,1,"Option1_label"
"369",32,9,2.8164,1,"Monitor",7,1,15,5,"Option2_label"
"370",32,10,5.6496,1,"Monitor",15,7,9,5,"Option1_label"
"371",32,11,2.3499,1,"Monitor",15,9,5,5,"Option1_label"
"372",32,12,2.8664,1,"Monitor",11,1,13,9,"Option2_label"
"373",33,1,4.3319,3,"Monitor",11,9,9,1,"Option1_label"
"374",33,2,3.5498,3,"Monitor",5,5,13,7,"Option1_label"
"375",33,3,5.104,3,"Monitor",5,5,15,9,"Option1_label"
"376",33,4,4.0862,3,"Monitor",9,5,15,9,"Option2_label"
"377",33,5,4.0997,3,"Monitor",5,1,15,3,"Option1_label"
"378",33,6,2.1653,3,"Monitor",9,9,5,7,"Option1_label"
"379",33,7,3.7019,3,"Monitor",15,7,7,1,"Option1_label"
"380",33,8,3.2546,3,"Monitor",11,7,7,1,"Option1_label"
"381",33,9,3.2499,3,"Monitor",9,7,5,3,"Option1_label"
"382",33,10,4.135,3,"Monitor",13,7,9,5,"Option1_label"
"383",33,11,5.083,3,"Monitor",9,3,15,9,"Option2_label"
"384",33,12,2.8497,3,"Monitor",11,1,13,3,"Option2_label"
"385",34,1,7.6622,1,"Monitor",7,7,15,9,"Option1_label"
"386",34,2,3.9162,1,"Monitor",9,1,11,5,"Option2_label"
"387",34,3,3.5331,1,"Monitor",5,1,7,3,"Option1_label"
