"","pid","Trial","TrialDuration","Block","Device","cost1","qual1","cost2","qual2","Choice"
"169",15,1,4.5122,3,"Smartphone",11,9,9,1,"Option1_label"
"170",15,2,3.6039,3,"Smartphone",5,5,13,7,"Option1_label"
"171",15,3,2.5997,3,"Smartphone",5,5,15,9,"Option1_label"
"172",15,4,3.2035,3,"Smartphone",9,5,15,9,"Option1_label"
"173",15,5,6.216,3,"Smartphone",5,1,15,3,"Option1_label"
"174",15,6,3.7329,3,"Smartphone",9,9,5,7,"Option1_label"
"175",15,7,4.683,3,"Smartphone",15,7,7,1,"Option1_label"
"176",15,8,3.9319,3,"Smartphone",11,7,7,1,"Option1_label"
"177",15,9,3.9165,3,"Smartphone",9,7,5,3,"Option2_label"
"178",15,10,2.9338,3,"Smartphone",13,7,9,5,"Option1_label"
"179",15,11,6.0503,3,"Smartphone",9,3,15,9,"Option2_label"
"180",15,12,2.3832,3,"Smartphone",11,1,13,3,"Option2_label"
"181",16,1,3.951,2,"Smartphone",7,1,11,9,"Option2_label"
"182",16,2,2.6009,2,"Smartphone",13,7,11,1,"Option1_label"
"183",16,3,2.7332,2,"Smartphone",15,9,7,3,"Option1_label"
"184",16,4,1.9483,2,"Smartphone",15,9,9,7,"Option1_label"
"185",16,5,2.9687,2,"Smartphone",7,3,11,7,"Option2_label"
"186",16,6,6.1627,2,"Smartphone",11,3,11,3,"Option1_label"
"187",16,7,4.2163,2,"Smartphone",7,3,9,7,"Option2_label"
"188",16,8,3.102,2,"Smartphone",13,5,7,1,"Option2_label"
"189",16,9,2.6995,2,"Smartphone",15,5,7,1,"Option2_label"
"190",16,10,4.3497,2,"Smartphone",5,3,13,5,"Option1_label"
"191",16,11,3.5326,2,"Smartphone",13,9,9,7,"Option1_label"
"192",16,12,3.4518,2,"Smartphone",15,9,13,1,"Option1_label"
"193",17,1,9.1607,4,"Smartphone",11,5,13,9,"Option2_label"
"194",17,2,6.9996,4,"Smartphone",5,1,13,7,"Option1_label"
"195",17,3,3.881,4,"Smartphone",13,1,15,3,"Option1_label"
"196",17,4,3.9659,4,"Smartphone",7,9,5,5,"Option1_label"
"197",17,5,6.0616,4,"Smartphone",9,1,15,9,"Option2_label"
"198",17,6,3.6457,4,"Smartphone",13,1,15,9,"Option2_label"
"199",17,7,3.0998,4,"Smartphone",11,9,5,1,"Option1_label"
"200",17,8,4.6997,4,"Smartphone",5,1,15,5,"Option1_label"
"201",17,9,5.0663,4,"Smartphone",11,9,7,7,"Option1_label"
"202",17,10,5.4176,4,"Smartphone",7,5,9,9,"Option2_label"
"203",17,11,4.3846,4,"Smartphone",15,3,5,1,"Option2_label"
"204",17,12,4.1328,4,"Smartphone",13,5,5,1,"Option2_label"
"205",18,1,10.7461,4,"Smartphone",11,5,13,9,"Option2_label"
"206",18,2,17.666,4,"Smartphone",5,1,13,7,"Option2_label"
"207",18,3,5.5958,4,"Smartphone",13,1,15,3,"Option2_label"
"208",18,4,4.8331,4,"Smartphone",7,9,5,5,"Option1_label"
"209",18,5,4.8664,4,"Smartphone",9,1,15,9,"Option2_label"
"210",18,6,3.1662,4,"Smartphone",13,1,15,9,"Option2_label"
"211",18,7,2.9807,4,"Smartphone",11,9,5,1,"Option1_label"
"212",18,8,9.0526,4,"Smartphone",5,1,15,5,"Option2_label"
"213",18,9,8.1129,4,"Smartphone",11,9,7,7,"Option1_label"
"214",18,10,5.5011,4,"Smartphone",7,5,9,9,"Option2_label"
"215",18,11,10.6497,4,"Smartphone",15,3,5,1,"Option1_label"
"216",18,12,9.745,4,"Smartphone",13,5,5,1,"Option2_label"
"217",19,1,8.3453,4,"Smartphone",11,5,13,9,"Option2_label"
"218",19,2,6.805,4,"Smartphone",5,1,13,7,"Option2_label"
"219",19,3,4.1863,4,"Smartphone",13,1,15,3,"Option2_label"
"220",19,4,3.1511,4,"Smartphone",7,9,5,5,"Option2_label"
"221",19,5,4.6161,4,"Smartphone",9,1,15,9,"Option2_label"
"222",19,6,4.0497,4,"Smartphone",13,1,15,9,"Option2_label"
"223",19,7,6.8835,4,"Smartphone",11,9,5,1,"Option1_label"
"224",19,8,5.2132,4,"Smartphone",5,1,15,5,"Option2_label"
"225",19,9,5.9828,4,"Smartphone",11,9,7,7,"Option2_label"
"226",19,10,2.6998,4,"Smartphone",7,5,9,9,"Option2_label"
"227",19,11,4.1189,4,"Smartphone",15,3,5,1,"Option2_label"
"228",19,12,4.8164,4,"Smartphone",13,5,5,1,"Option1_label"
"229",20,1,5.0184,2,"Smartphone",7,1,11,9,"Option2_label"
"230",20,2,4.6135,2,"Smartphone",13,7,11,1,"Option1_label"
"231",20,3,5.183,2,"Smartphone",15,9,7,3,"Option1_label"
"232",20,4,5.9821,2,"Smartphone",15,9,9,7,"Option2_label"
"233",20,5,4.0674,2,"Smartphone",7,3,11,7,"Option2_label"
"234",20,6,4.8331,2,"Smartphone",11,3,11,3,"Option1_label"
"235",20,7,3.7996,2,"Smartphone",7,3,9,7,"Option2_label"
"236",20,8,6.6195,2,"Smartphone",13,5,7,1,"Option2_label"
"237",20,9,3.833,2,"Smartphone",15,5,7,1,"Option2_label"
"238",20,10,3.846,2,"Smartphone",5,3,13,5,"Option1_label"
"239",20,11,6.4196,2,"Smartphone",13,9,9,7,"Option1_label"
"240",20,12,4.8331,2,"Smartphone",15,9,13,1,"Option1_label"
"241",21,1,7.7605,4,"Smartphone",11,5,13,9,"Option2_label"
"242",21,2,5.2836,4,"Smartphone",5,1,13,7,"Option2_label"
"243",21,3,2.9358,4,"Smartphone",13,1,15,3,"Option2_label"
"244",21,4,5.3664,4,"Smartphone",7,9,5,5,"Option1_label"
"245",21,5,4.4669,4,"Smartphone",9,1,15,9,"Option2_label"
"246",21,6,3.3792,4,"Smartphone",13,1,15,9,"Option2_label"
"247",21,7,3.8662,4,"Smartphone",11,9,5,1,"Option1_label"
"248",21,8,8.1997,4,"Smartphone",5,1,15,5,"Option2_label"
"249",21,9,4.2498,4,"Smartphone",11,9,7,7,"Option2_label"
"250",21,10,4.7831,4,"Smartphone",7,5,9,9,"Option2_label"
"251",21,11,3.4331,4,"Smartphone",15,3,5,1,"Option2_label"
"252",21,12,6.184,4,"Smartphone",13,5,5,1,"Option1_label"
"253",22,1,5.1288,1,"Smartphone",7,7,15,9,"Option1_label"
"254",22,2,4.8164,1,"Smartphone",9,1,11,5,"Option2_label"
"255",22,3,5.1935,1,"Smartphone",5,1,7,3,"Option2_label"
"256",22,4,5.9311,1,"Smartphone",9,5,5,3,"Option2_label"
"257",22,5,7.083,1,"Smartphone",5,3,13,9,"Option1_label"
"258",22,6,4.0336,1,"Smartphone",9,3,11,5,"Option2_label"
"259",22,7,5.6331,1,"Smartphone",7,3,11,9,"Option2_label"
"260",22,8,4.0832,1,"Smartphone",13,9,11,1,"Option1_label"
"261",22,9,4.5811,1,"Smartphone",7,1,15,5,"Option2_label"
"262",22,10,14.1328,1,"Smartphone",15,7,9,5,"Option2_label"
"263",22,11,4.9311,1,"Smartphone",15,9,5,5,"Option2_label"
"264",22,12,3.2999,1,"Smartphone",11,1,13,9,"Option2_label"
"265",23,1,3.5472,3,"Smartphone",11,9,9,1,"Option1_label"
"266",23,2,4.6498,3,"Smartphone",5,5,13,7,"Option1_label"
"267",23,3,4.3254,3,"Smartphone",5,5,15,9,"Option2_label"
"268",23,4,5.6332,3,"Smartphone",9,5,15,9,"Option2_label"
"269",23,5,5.4809,3,"Smartphone",5,1,15,3,"Option1_label"
"270",23,6,3.2008,3,"Smartphone",9,9,5,7,"Option1_label"
"271",23,7,4.2816,3,"Smartphone",15,7,7,1,"Option1_label"
"272",23,8,4.6494,3,"Smartphone",11,7,7,1,"Option1_label"
"273",23,9,4.4831,3,"Smartphone",9,7,5,3,"Option1_label"
"274",23,10,4.4997,3,"Smartphone",13,7,9,5,"Option1_label"
"275",23,11,3.5997,3,"Smartphone",9,3,15,9,"Option2_label"
"276",23,12,6.2165,3,"Smartphone",11,1,13,3,"Option2_label"
"277",24,1,3.2928,4,"Smartphone",11,5,13,9,"Option1_label"
"278",24,2,2.5464,4,"Smartphone",5,1,13,7,"Option2_label"
"279",24,3,2.4462,4,"Smartphone",13,1,15,3,"Option1_label"
"280",24,4,2.6486,4,"Smartphone",7,9,5,5,"Option1_label"
"281",24,5,2.8332,4,"Smartphone",9,1,15,9,"Option2_label"
"282",24,6,2.3498,4,"Smartphone",13,1,15,9,"Option2_label"
"283",24,7,2.85,4,"Smartphone",11,9,5,1,"Option1_label"
"284",24,8,2.5126,4,"Smartphone",5,1,15,5,"Option2_label"
"285",24,9,3.4798,4,"Smartphone",11,9,7,7,"Option2_label"
"286",24,10,2.3179,4,"Smartphone",7,5,9,9,"Option2_label"
"287",24,11,3.2803,4,"Smartphone",15,3,5,1,"Option1_label"
"288",24,12,1.9164,4,"Smartphone",13,5,5,1,"Option1_label"
"289",25,1,6.7442,4,"Smartphone",11,5,13,9,"Option2_label"
"290",25,2,4.3832,4,"Smartphone",5,1,13,7,"Option2_label"
"291",25,3,2.9188,4,"Smartphone",13,1,15,3,"Option1_label"
"292",25,4,3.8301,4,"Smartphone",7,9,5,5,"Option1_label"
"293",25,5,4.2997,4,"Smartphone",9,1,15,9,"Option2_label"
"294",25,6,2.9998,4,"Smartphone",13,1,15,9,"Option2_label"
"295",25,7,3.4808,4,"Smartphone",11,9,5,1,"Option1_label"
"296",25,8,4.5811,4,"Smartphone",5,1,15,5,"Option2_label"
"297",25,9,2.7997,4,"Smartphone",11,9,7,7,"Option1_label"
"298",25,10,2.5498,4,"Smartphone",7,5,9,9,"Option2_label"
"299",25,11,4.6973,4,"Smartphone",15,3,5,1,"Option2_label"
"300",25,12,5.9297,4,"Smartphone",13,5,5,1,"Option1_label"
"301",26,1,4.0037,4,"Smartphone",11,5,13,9,"Option2_label"
"302",26,2,3.0164,4,"Smartphone",5,1,13,7,"Option1_label"
"303",26,3,2.466,4,"Smartphone",13,1,15,3,"Option2_label"
"304",26,4,2.8996,4,"Smartphone",7,9,5,5,"Option1_label"
"305",26,5,2.3332,4,"Smartphone",9,1,15,9,"Option1_label"
"306",26,6,2.3664,4,"Smartphone",13,1,15,9,"Option1_label"
"307",26,7,2.7998,4,"Smartphone",11,9,5,1,"Option1_label"
"308",26,8,2.8829,4,"Smartphone",5,1,15,5,"Option1_label"
"309",26,9,3.533,4,"Smartphone",11,9,7,7,"Option2_label"
"310",26,10,2.0308,4,"Smartphone",7,5,9,9,"Option2_label"
"311",26,11,2.6332,4,"Smartphone",15,3,5,1,"Option2_label"
"312",26,12,2.1497,4,"Smartphone",13,5,5,1,"Option2_label"
"313",27,1,4.3619,3,"Smartphone",11,9,9,1,"Option1_label"
"314",27,2,3.2998,3,"Smartphone",5,5,13,7,"Option1_label"
"315",27,3,3.7998,3,"Smartphone",5,5,15,9,"Option1_label"
"316",27,4,5.1996,3,"Smartphone",9,5,15,9,"Option2_label"
"317",27,5,3.4665,3,"Smartphone",5,1,15,3,"Option1_label"
"318",27,6,3.0664,3,"Smartphone",9,9,5,7,"Option1_label"
"319",27,7,4.0164,3,"Smartphone",15,7,7,1,"Option1_label"
"320",27,8,3.5666,3,"Smartphone",11,7,7,1,"Option1_label"
"321",27,9,3.2927,3,"Smartphone",9,7,5,3,"Option1_label"
"322",27,10,4.183,3,"Smartphone",13,7,9,5,"Option1_label"
"323",27,11,4.7036,3,"Smartphone",9,3,15,9,"Option2_label"
"324",27,12,3.4164,3,"Smartphone",11,1,13,3,"Option2_label"
"325",28,1,9.1486,3,"Smartphone",11,9,9,1,"Option1_label"
"326",28,2,4.3164,3,"Smartphone",5,5,13,7,"Option1_label"
"327",28,3,6.0329,3,"Smartphone",5,5,15,9,"Option1_label"
"328",28,4,5.1996,3,"Smartphone",9,5,15,9,"Option2_label"
"329",28,5,6.1664,3,"Smartphone",5,1,15,3,"Option1_label"
"330",28,6,4.5666,3,"Smartphone",9,9,5,7,"Option2_label"
"331",28,7,4.5164,3,"Smartphone",15,7,7,1,"Option1_label"
"332",28,8,10.6969,3,"Smartphone",11,7,7,1,"Option1_label"
"333",28,9,4.233,3,"Smartphone",9,7,5,3,"Option1_label"
"334",28,10,6.2828,3,"Smartphone",13,7,9,5,"Option2_label"
"335",28,11,11.0363,3,"Smartphone",9,3,15,9,"Option2_label"
"336",28,12,5.4498,3,"Smartphone",11,1,13,3,"Option2_label"
"337",29,1,7.1288,1,"Smartphone",7,7,15,9,"Option1_label"
"338",29,2,3.3663,1,"Smartphone",9,1,11,5,"Option2_label"
"339",29,3,3.4287,1,"Smartphone",5,1,7,3,"Option2_label"
"340",29,4,8.5693,1,"Smartphone",9,5,5,3,"Option2_label"
"341",29,5,3.5831,1,"Smartphone",5,3,13,9,"Option2_label"
"342",29,6,6.5856,1,"Smartphone",9,3,11,5,"Option2_label"
"343",29,7,5.0134,1,"Smartphone",7,3,11,9,"Option2_label"
"344",29,8,2.5133,1,"Smartphone",13,9,11,1,"Option1_label"
"345",29,9,3.67,1,"Smartphone",7,1,15,5,"Option2_label"
"346",29,10,6.2016,1,"Smartphone",15,7,9,5,"Option1_label"
"347",29,11,5.2665,1,"Smartphone",15,9,5,5,"Option2_label"
"348",29,12,3.3831,1,"Smartphone",11,1,13,9,"Option2_label"
"349",30,1,6.1452,1,"Smartphone",7,7,15,9,"Option1_label"
"350",30,2,4.1331,1,"Smartphone",9,1,11,5,"Option2_label"
"351",30,3,3.3332,1,"Smartphone",5,1,7,3,"Option2_label"
"352",30,4,3.1163,1,"Smartphone",9,5,5,3,"Option1_label"
"353",30,5,3.881,1,"Smartphone",5,3,13,9,"Option2_label"
"354",30,6,4.9312,1,"Smartphone",9,3,11,5,"Option2_label"
"355",30,7,3.1497,1,"Smartphone",7,3,11,9,"Option2_label"
"356",30,8,3.6664,1,"Smartphone",13,9,11,1,"Option1_label"
"357",30,9,5.2663,1,"Smartphone",7,1,15,5,"Option2_label"
"358",30,10,3.1193,1,"Smartphone",15,7,9,5,"Option1_label"
"359",30,11,3.6498,1,"Smartphone",15,9,5,5,"Option1_label"
"360",30,12,2.5998,1,"Smartphone",11,1,13,9,"Option2_label"
"361",31,1,4.6118,3,"Smartphone",11,9,9,1,"Option1_label"
"362",31,2,5.2997,3,"Smartphone",5,5,13,7,"Option1_label"
"363",31,3,8.0163,3,"Smartphone",5,5,15,9,"Option1_label"
"364",31,4,6.3495,3,"Smartphone",9,5,15,9,"Option2_label"
"365",31,5,3.8831,3,"Smartphone",5,1,15,3,"Option1_label"
"366",31,6,6.933,3,"Smartphone",9,9,5,7,"Option2_label"
"367",31,7,4.5846,3,"Smartphone",15,7,7,1,"Option1_label"
"368",31,8,5.4301,3,"Smartphone",11,7,7,1,"Option1_label"
"369",31,9,9.7663,3,"Smartphone",9,7,5,3,"Option1_label"
"370",31,10,8.6191,3,"Smartphone",13,7,9,5,"Option2_label"
"371",31,11,4.0828,3,"Smartphone",9,3,15,9,"Option2_label"
"372",31,12,5.233,3,"Smartphone",11,1,13,3,"Option2_label"
"373",32,1,4.7619,4,"Smartphone",11,5,13,9,"Option2_label"
"374",32,2,2.9641,4,"Smartphone",5,1,13,7,"Option2_label"
"375",32,3,4.683,4,"Smartphone",13,1,15,3,"Option1_label"
"376",32,4,3.7998,4,"Smartphone",7,9,5,5,"Option1_label"
"377",32,5,2.8165,4,"Smartphone",9,1,15,9,"Option2_label"
